student_id,name,grade_level,baseline_ability,learning_rate,consistency
101,Kayitesi Mugisha,S1,0.817470068974075,0.024814024739698532,0.7835789863495891
102,Ingabire Gasana,S3,0.7669991431485993,0.07816822599652214,0.9029274940628931
103,Munyaneza Habimana,S1,0.55365455724241,0.07576255934765515,0.7948670125548754
104,Munyaneza Mutoni,S1,0.4358991910722154,0.03942075418425462,0.7489027535157459
105,Mutoni Nzeyimana,S1,0.5312122716975342,0.03731783319441535,0.8034333774979143
106,Iradukunda Ndayisaba,S1,0.8931904575559243,0.040196256691635235,0.647045136928641
107,Ingabire Iradukunda,S3,0.8750640820564903,0.06561367159338119,0.8084735592127454
108,Nzeyimana Mugisha,S3,0.5695245784160842,0.06983716446726375,0.9377594187332794
109,Mutoni Uwimana,S3,0.8462271977912372,0.02398977604200665,0.8593922272515206
110,Ingabire Ingabire,S3,0.7917954070394693,0.032097639202864674,0.6572795800029966
111,Kayitesi Nsabimana,S1,0.8252152487648646,0.04152982904741015,0.9070201892845878
112,Kayitesi Iradukunda,S2,0.8668920653874379,0.04776078714017638,0.7054822559574497
113,Ndayisaba Uwamahoro,S3,0.48978343960869974,0.04303347328239268,0.790243501389896
114,Mukantwari Rukundo,S2,0.6438690458169829,0.057662483184285074,0.7172169651299801
115,Mutoni Uwera,S2,0.8209248738888685,0.07363355498305746,0.8760090239285857
116,Nzeyimana Ingabire,S1,0.8252388297139824,0.022011946084146763,0.7994613897049607
117,Mutoni Kabera,S1,0.7301949067697232,0.026637904217312436,0.8962583021070814
118,Munyaneza Nsabimana,S1,0.8551953887037564,0.03375508371395849,0.8527883989375732
119,Bizimana Mutoni,S1,0.6241005651842735,0.035107943534417166,0.7209935977263717
120,Bizimana Mukantwari,S1,0.28643267390954097,0.029201084186964814,0.805180441205879
121,Rukundo Kabera,S3,0.8689520830586247,0.07592709694901674,0.7977966142562231
122,Mukantwari Nzeyimana,S3,0.7457011985979907,0.05457730161000879,0.8123502662339995
123,Munyaneza Uwera,S3,0.892228552992387,0.04705036228424793,0.6396333160442643
124,Kabera Mukantwari,S3,0.5765987600944988,0.02328569832932188,0.7173190345760653
125,Niyonzima Uwamahoro,S2,0.8995549334872776,0.040780759661957676,0.7214336206636797
126,Niyonzima Niyonzima,S3,0.44893270447824113,0.028451421222787994,0.6617354452771781
127,Kabera Uwamahoro,S2,0.4584787837404981,0.05981224232100263,0.662312588404413
128,Mukantwari Nzeyimana,S1,0.8489392657104737,0.07981245511075684,0.7757682536159349
129,Kayitesi Nkurunziza,S3,0.6123455021739632,0.07388325736644283,0.6717988741687024
130,Nsabimana Munyaneza,S2,0.7396036024031926,0.023942518365701142,0.8714346658432537
131,Nsabimana Mugisha,S1,0.9856204172975408,0.05357841987849307,0.6543340860757494
132,Uwimana Nsabimana,S1,0.9453967193854289,0.04452405026588578,0.6088852244811207
133,Uwera Kayitesi,S1,0.499217728683041,0.033318329715976966,0.680876178805825
134,Nsabimana Habimana,S3,0.8811800872524465,0.03429096686280359,0.6348044874657708
135,Rukundo Kabera,S3,0.6775219185287421,0.043831011777107284,0.8338297977997261
136,Uwimana Kabera,S1,0.6902032950577587,0.025130511851268085,0.6727601893011095
137,Niyonzima Mutoni,S3,0.6548088596104057,0.0735603026646185,0.8861052466084542
138,Uwamahoro Kabera,S1,0.7287526294480904,0.03608381844937257,0.8184521177471968
139,Bizimana Ingabire,S3,0.9313841645386334,0.0769071984177294,0.8672620279559162
140,Uwamahoro Uwimana,S1,0.8527654406768254,0.06799131535683892,0.7488247265642317
141,Mugisha Mukantwari,S2,0.7810562398292027,0.03547326112599214,0.6487746259254884
142,Mugisha Bizimana,S1,0.5240486384235938,0.03633843959116213,0.6064367367916134
143,Iradukunda Niyonzima,S2,0.7385338140521026,0.05325068015094761,0.8279971359231524
144,Kabera Uwimana,S3,0.5857954270624727,0.05990220047277532,0.6613799475182073
145,Uwamahoro Iradukunda,S1,0.9673278224103471,0.022817958006503304,0.6581991790646278
146,Habimana Uwimana,S1,0.556871127730407,0.04335773684251859,0.7010428078697449
147,Habimana Kayitesi,S2,0.8218254369758601,0.04856302413194598,0.8322849078769268
148,Iradukunda Nsabimana,S1,0.9031909950657206,0.0357358426579895,0.8082772757450891
149,Niyonzima Ndayisaba,S1,0.4539242753631837,0.06625473222474931,0.6373093885968201
150,Gasana Iradukunda,S1,0.7334200914945695,0.04608964031622477,0.6862407116336874
